restaurant_name,cuisines,avg_cost_for_two,has_table_booking,has_online_delivery,price_range,rating,votes
Number 8,Multicuisine,2200,False,False,4,4.0,165
Keventers,Beverages,400,False,False,1,3.2,6
4700BC Popcorn,Fast Food,400,False,True,1,3.2,24
Chennai X-Press,Fast Food,200,False,False,1,2.9,6
Chinese Sigdi,Chinese,250,False,False,1,3.0,5
Da Pizza Pind,Italian,250,False,False,1,3.2,36
Faasos,Fast Food,600,False,True,2,3.0,4
Frontier,Cafe,200,False,False,1,2.9,5
Gyan Di Hatti,North Indian,200,False,False,1,2.9,5
Hot Stuff,Fast Food,450,False,False,1,3.3,14
KK Da Dhaba,North Indian,400,False,True,1,3.4,55
Last Bencher's,Chinese,300,False,False,1,3.0,6
Raj Bakers And Confectioners,Fast Food,100,False,False,1,3.0,6
Taste Drive,Fast Food,250,False,False,1,3.4,21
The Kafilla,North Indian,600,False,False,2,3.0,5
Tibb's Frankie,Fast Food,250,False,False,1,3.1,8
4 Barrels Caf�� & Lounge,Multicuisine,1200,True,True,3,3.5,24
Baadshah,Multicuisine,1000,True,False,3,3.5,26
Behrouz Biryani,Biryani,600,False,True,2,3.5,54
Galina Restaurant,North Indian,700,False,False,2,3.5,38
Masala Factory,Multicuisine,500,False,False,2,3.8,18
Ovenstory Pizza,Fast Food,500,False,True,2,3.5,12
Punjab Grill,North Indian,1600,True,True,3,4.3,1252
Insomnia - Taj Vivanta,Multicuisine,3000,True,False,4,3.3,50
Larry's China - Taj Vivanta,Chinese,3200,True,False,4,3.7,147
Yellow Brick Road - Taj Vivanta,Multicuisine,2500,False,False,4,3.9,821
English Tadka,Multicuisine,800,True,False,2,3.3,152
Burger King,Fast Food,500,False,True,2,3.6,186
Pizza Hut,Fast Food,1000,False,True,3,3.6,141
Cake Shop - The Ashok,Cafe,500,False,False,2,3.1,26
Samavar - The Ashok,Multicuisine,2200,True,False,4,3.2,48
Tea Lounge - The Ashok,Cafe,1600,False,False,3,3.2,18
Frontier - The Ashok,North Indian,3600,True,False,4,3.7,101
The Oudh - The Ashok,North Indian,3700,True,False,4,3.6,100
Zerruco - The Ashok,Multicuisine,2500,True,False,4,4.4,609
The Claridges Garden -The Claridges,Multicuisine,2000,False,False,4,3.1,5
Aura - The Claridges,European,4100,False,False,4,3.5,42
Dhaba - The Claridges,North Indian,4300,True,False,4,3.9,548
Jade - The Claridges,Chinese,5000,True,False,4,3.8,134
Pickwicks - The Claridges,European,3600,True,False,4,3.7,139
Ye Old Bakery - The Claridges,Cafe,1000,False,False,3,3.7,65
Sevilla - The Claridges,Multicuisine,4500,True,False,4,4.3,800
GBar - The Grand New Delhi,Multicuisine,2650,True,False,4,3.3,145
Cascades - The Grand New Delhi,Multicuisine,3200,True,False,4,3.6,97
1911 Bar - The Imperial,Multicuisine,2000,True,False,4,3.2,10
Nostalgia at 1911 Brasserie - The Imperial,European,6000,True,False,4,3.2,12
Patiala Peg - The Imperial,Finger Food,3000,True,False,4,3.3,25
1911 - The Imperial,Multicuisine,6000,True,False,4,3.9,272
Daniell's Tavern - The Imperial,North Indian,4000,True,False,4,3.7,59
La Baguette - The Imperial,Cafe,900,False,False,2,3.8,45
San Gimignano - The Imperial,Italian,5000,True,False,4,3.7,104
The Atrium - The Imperial,Multicuisine,2500,True,False,4,3.6,57
The Spice Route - The Imperial,Multicuisine,6000,True,False,4,4.0,259
Bao Cha,Multicuisine,1000,True,True,3,3.0,90
Nazeer Delicacies,North Indian,900,True,False,2,3.3,21
Open Oven,Fast Food,250,False,False,1,3.4,109
Slurp Pasta Express,Fast Food,300,False,False,1,2.9,5
Urban Gala,Multicuisine,700,False,False,2,2.8,19
Shree Rathnam,Multicuisine,800,True,True,2,3.5,96
Subway,Fast Food,500,False,True,2,1.9,146
24/7 Pastry Shop - The Lalit New Delhi,Cafe,900,False,False,2,3.3,46
Le Petit Cafe - The Lalit New Delhi,Cafe,1600,True,False,3,3.2,31
The Grill Room - The Lalit New Delhi,European,4500,True,False,4,3.4,51
24/7 Bar- The Lalit New Delhi,Finger Food,3000,False,False,4,3.5,45
24/7 Restaurant - The Lalit New Delhi,Multicuisine,5100,True,False,4,3.7,419
Baluchi - The Lalit New Delhi,Multicuisine,4500,True,False,4,3.9,265
Kitty Su - The Lalit New Delhi,Finger Food,5000,False,False,4,3.7,747
Woks - The Lalit New Delhi,Multicuisine,4500,True,False,4,3.6,62
Caf�� Knosh - The Leela Ambience Convention Hotel,Multicuisine,2700,True,False,4,3.9,186
Cherry Bar - The Leela Ambience Convention Hotel,Finger Food,2650,True,False,4,3.6,48
Mei Kun - The Leela Ambience Convention Hotel,Asian,3500,True,False,4,3.6,42
Dilli 32 - The Leela Ambience Convention Hotel,North Indian,3500,True,False,4,4.0,184
Jamavar - The Leela Palace,North Indian,4000,True,False,4,3.9,241
Le Cirque - The Leela Palace,Multicuisine,5000,True,False,4,3.8,199
MEGU - The Leela Palace,Asian,5500,True,False,4,3.9,178
The Library - The Leela Palace,Multicuisine,3500,False,False,4,3.7,59
The Lobby Lounge - The Leela Palace,Multicuisine,2000,False,False,4,3.6,32
The Lodhi Bakery - The Lodhi,Cafe,400,False,False,1,2.9,4
Elan - The Lodhi,Multicuisine,3000,True,False,4,3.8,185
Agni - The Park,Multicuisine,3000,True,False,4,3.3,199
Mist - The Park,Multicuisine,3500,True,False,4,3.3,169
Aqua - The Park,Multicuisine,4500,True,False,4,3.8,773
Atrium Bar  & Lounge - The Suryaa New Delhi,Finger Food,3000,True,False,4,3.1,26
French Crust - The Suryaa New Delhi,Cafe,900,False,False,2,3.3,19
Club BW - The Suryaa New Delhi,Multicuisine,4400,False,False,4,3.6,90
Sampan - The Suryaa New Delhi,Multicuisine,2500,True,False,4,3.7,111
The Grill Room - The Taj Mahal Hotel,Multicuisine,5000,False,False,4,3.1,15
Emperor's Lounge - The Taj Mahal Hotel,Cafe,2500,False,False,4,3.8,79
Machan - The Taj Mahal Hotel,Multicuisine,5000,False,False,4,3.9,696
Ricks Bar - The Taj Mahal Hotel,Asian,4200,True,False,4,3.6,64
Wasabi by Morimoto - The Taj Mahal Hotel,Asian,6000,True,False,4,3.9,183
House of Ming - The Taj Mahal Hotel,Chinese,5500,True,False,4,4.0,398
Varq - The Taj Mahal Hotel,Multicuisine,4500,True,False,4,4.2,541
Capital Kitchen - Taj Palace Hotel,Multicuisine,2000,True,False,4,3.7,42
Spicy Duck - Taj Palace Hotel,Asian,4000,True,False,4,3.5,24
Orient Express - Taj Palace Hotel,European,8000,True,False,4,4.0,145
The Tea Lounge - Taj Palace Hotel,Cafe,1500,False,False,3,4.0,76
Bonitos - The Uppal,Multicuisine,3000,True,False,4,3.2,28
Bonitos Blu - The Uppal,Multicuisine,2500,True,False,4,3.0,5
The Gourmet Shop - The Uppal,Cafe,500,False,False,2,3.0,4
Chopsticks,Multicuisine,1700,True,True,3,3.6,350
TabulaBeach Cafe,Multicuisine,1600,True,False,3,3.8,637
Arriba - Mexican Grill & Tequileria,Mexican,2500,True,False,4,4.1,146
Aggarwal Sweet Center,Multicuisine,100,False,False,1,2.9,6
Aggarwal Sweets,Multicuisine,250,False,False,1,2.7,11
Alag Khana Khazana,North Indian,450,False,False,1,2.9,5
Bhape Di Hatti,North Indian,200,False,False,1,3.1,7
Bhappe Di Hatti,North Indian,150,False,False,1,3.1,8
Bhatura King,Street Food,150,False,False,1,2.9,7
Bhukkadzz Point,Fast Food,300,False,True,1,3.0,7
Bimbos,Fast Food,350,False,False,1,3.1,16
Brothers' Bakery,Fast Food,350,False,False,1,2.9,21
Chaap Nation,Fast Food,300,False,False,1,3.0,4
Dev Burger,Fast Food,300,False,False,1,2.9,5
Green Chick Chop,Fast Food,350,False,False,1,3.0,6
Green Chick Chop,Fast Food,350,False,False,1,3.2,16
Hum Sabki Rasoi,North Indian,300,False,False,1,3.3,26
Janki Vaishno Dhaba,North Indian,150,False,False,1,3.0,4
Manmohan Food Plaza,Fast Food,350,False,False,1,2.6,10
Mr.Hunger,Fast Food,500,False,False,2,3.0,5
Neelma Punjabi Dhaba,North Indian,250,False,False,1,2.9,8
New Raj Kachori Bhandar,Street Food,100,False,False,1,3.4,18
Punjabi Ninja,North Indian,550,False,False,2,3.0,7
Radha Swami Cool Hut,Multicuisine,200,False,False,1,3.1,7
Sagar Choley Bhatoorey,Street Food,150,False,False,1,3.2,26
Sehyog Alpahar,Multicuisine,150,False,False,1,3.2,10
South Indian Hut,Multicuisine,300,False,False,1,2.9,5
Vijay Corner,North Indian,300,False,False,1,3.0,7
Mithlesh Ande Wala,Street Food,150,False,False,1,3.5,17
Roti N Boti,Fast Food,300,False,True,1,3.5,21
Khana Khazana,Multicuisine,800,False,False,2,3.7,281
Ahad Sons Restaurant,North Indian,750,False,False,2,3.4,104
Jughead's Fast Food Corner,Fast Food,500,False,True,2,3.6,438
The Coffee Bond,Cafe,700,False,True,2,4.2,73
Wow! Momo,Chinese,350,False,True,1,2.9,77
Domino's Pizza,Fast Food,700,False,False,2,3.6,24
Haldiram's,Multicuisine,500,False,False,2,3.7,59
Keventers,Beverages,400,False,False,1,3.8,37
Pat 'N' Harry,American,400,False,True,1,2.3,42
"34, Chowringhee Lane",Fast Food,200,False,True,1,3.1,5
Aggarwal Sweets,Mithai,100,False,False,1,2.8,5
Amritsari Dhaba,North Indian,250,False,False,1,2.9,10
Apna Swad,Fast Food,500,False,True,2,2.9,4
ATM Food Corner,North Indian,200,False,False,1,3.0,4
Burger House,Fast Food,200,False,True,1,2.8,4
Cafe De Bienka,Fast Food,350,False,False,1,2.7,12
Chatkaara Point,Fast Food,250,False,False,1,2.9,7
Dharma Punjabi Dhaba,North Indian,300,False,True,1,2.7,5
Domino's Pizza,Fast Food,700,False,False,2,2.5,6
Flavourz Factoree,Fast Food,300,False,False,1,3.1,14
Gabbar Chowmein,Fast Food,100,False,False,1,3.0,4
Gayatri's Break Point Restaurant,Fast Food,300,False,False,1,3.1,4
Grover Sweets & Bakers,Multicuisine,150,False,False,1,3.3,12
Khalsa Veg Corner,Fast Food,300,False,False,1,3.1,10
Lajawab Chinese Food,Fast Food,300,False,False,1,3.0,4
Lajwab Bakery,Cafe,100,False,False,1,3.1,7
Maharani Rasoi,North Indian,150,False,False,1,3.0,5
Natkhat Bakers,Fast Food,300,False,True,1,3.1,4
Pastry Palace,Multicuisine,350,False,True,1,3.2,11
Punjabi Tadka,Multicuisine,500,False,True,2,2.7,11
Radha Swami Vaishno Dhaba,North Indian,200,False,False,1,3.0,6
Scoops,Fast Food,200,False,False,1,2.8,9
Shah Bakery,Fast Food,400,False,False,1,3.0,10
Shahi Kachauri Wale,Street Food,50,False,False,1,2.8,6
Shahi Kachauri,Street Food,50,False,False,1,2.8,4
Shri Bikaner Sweets,Fast Food,250,False,False,1,2.9,4
Shri Krishna Vaishno Dhaba,North Indian,300,False,False,1,3.0,5
Shri Murli Wala,Multicuisine,400,False,False,1,2.8,7
Shri Radha Ki Rasoi,Multicuisine,300,False,False,1,2.8,6
Singh's Ice Cream Parlour,Fast Food,200,False,False,1,3.0,8
Swastik Restaurant,Multicuisine,400,False,True,1,2.7,6
Tanatan Corner,North Indian,200,False,False,1,2.9,7
Tasty Bite,Multicuisine,650,False,True,2,2.8,12
Wah Ji Wah,North Indian,400,False,True,1,2.4,4
Cafe Coffee Day,Cafe,450,False,False,1,2.6,33
Chalte Firte Momos,Fast Food,300,False,False,1,2.6,23
Chutneez Restaurant Lounge & Bar,Multicuisine,1200,True,False,3,2.7,132
Domino's Pizza,Fast Food,700,False,False,2,3.4,25
Fattoush,Middle Eastern,200,False,False,1,2.9,5
Keventers,Beverages,400,False,False,1,3.3,25
Kutty's South Indian Cafe,South Indian,250,False,False,1,3.4,99
Mandrain,Chinese,450,False,False,1,2.8,7
Nazeer Foods,North Indian,600,False,False,2,3.4,193
Nirula's Ice Cream,Multicuisine,250,False,True,1,3.0,38
Punjabi Tadka,North Indian,400,False,False,1,2.8,5
Rocking Woods,Fast Food,1200,True,True,3,2.6,86
Shawarma Wala,Fast Food,250,False,False,1,2.5,18
Subway,Fast Food,500,False,True,2,2.5,163
The Yellow Chilli,North Indian,1500,True,True,3,2.7,307
The Yummy Chilli,North Indian,600,False,False,2,2.9,9
United Punjab,North Indian,600,False,True,2,2.5,88
McDonald's,Fast Food,500,False,True,2,3.6,160
Vintro,Cafe,350,False,True,1,3.9,96
Wow! Momo,Chinese,350,False,False,1,3.5,54
"34, Chowringhee Lane",Fast Food,350,False,False,1,2.3,45
Kebab Xpress,North Indian,600,False,True,2,2.4,117
Moti Mahal Delux Tandoori Trail,North Indian,1000,True,True,3,2.2,79
Pizza Hut,Fast Food,1000,False,True,3,2.4,224
The Golden Dragon,Multicuisine,1500,True,False,3,2.4,43
Yo! China,Chinese,900,True,True,2,2.0,191
Hawkers,Chinese,600,False,True,2,3.4,398
Nirula's,Fast Food,1100,False,True,3,3.0,145
Sagar Ratna,Multicuisine,600,False,True,2,2.8,133
Tribe,Multicuisine,2200,True,False,4,3.3,89
Angels in my Kitchen,Fast Food,350,False,True,1,3.7,248
Beijing Street,Fast Food,650,False,True,2,3.8,122
Bun Intended,Fast Food,850,False,True,2,3.8,123
Captain Chang,Multicuisine,1000,False,True,3,3.9,40
Captain Grub,Fast Food,1000,False,True,3,3.8,619
Clemency- The Restaurant & Cafe,Multicuisine,900,True,True,2,3.8,43
Flaming Chilli Pepper,Multicuisine,900,True,True,2,3.8,286
Hong Kong Express,Multicuisine,800,False,True,2,3.7,164
Majeed's,North Indian,800,False,True,2,3.5,170
Majlis-e-Mughal,North Indian,900,True,True,2,3.5,95
Mickey's Kitchen,Multicuisine,950,False,True,2,3.9,191
Nanking,Multicuisine,1500,True,True,3,3.6,361
Nawab Dera,Multicuisine,650,False,True,2,3.8,141
The Cafe,Cafe,1000,False,True,3,3.8,20
The Village Caf��,Multicuisine,700,False,True,2,3.7,185
Cafe Connect,Cafe,700,False,True,2,4.2,193
Happy Hakka,Chinese,650,False,True,2,4.1,173
Indian Saffron Co.,North Indian,900,False,True,2,4.2,62
DCK- Dana Choga's Kitchen,North Indian,800,False,True,2,2.9,252
Domino's Pizza,Fast Food,700,False,False,2,2.8,145
Sagar Ratna,Multicuisine,600,False,False,2,3.3,87
Shree Bhagatram,Multicuisine,650,False,True,2,3.3,199
Subway,Fast Food,500,False,True,2,2.5,131
Biryani Blues,Multicuisine,750,False,True,2,3.9,105
Kebab Gali,Multicuisine,600,False,True,2,3.9,380
KFC,Fast Food,500,False,True,2,3.6,277
Tipu Sultan,North Indian,850,True,True,2,3.7,364
Angels in my Kitchen,Fast Food,350,False,True,1,3.2,22
Barista,Cafe,650,False,True,2,3.3,47
Bengal Sweet Palace,Multicuisine,150,False,False,1,3.3,28
Bread'D Bites,Fast Food,150,False,False,1,3.1,14
Chinese Hut,Chinese,400,False,False,1,3.4,20
Foodland by Orchid,Multicuisine,900,True,False,2,2.9,6
From The Kitchen of Mala Bindra,Cafe,250,False,False,1,3.1,9
Go Kylin,Multicuisine,1500,False,True,3,2.8,9
Green Chick Chop,Fast Food,350,False,False,1,3.3,23
Hawkers,Chinese,300,False,True,1,2.7,26
HotPlate,Fast Food,150,False,False,1,3.1,8
New Janta Restaurant,North Indian,600,False,False,2,3.1,31
Rainbows,Fast Food,400,False,True,1,3.2,28
Sinfully Yours,Cafe,300,False,True,1,3.3,18
Slice of Italy,Multicuisine,700,False,True,2,2.8,299
Spice Deli,Multicuisine,1100,True,True,3,3.3,52
Twenty Four Seven,Fast Food,300,False,False,1,3.1,9
Uncle Tom's Steamed Hot Dogs,Fast Food,200,False,False,1,3.3,40
AOWLS,Fast Food,300,False,True,1,3.5,37
Costa Coffee,Cafe,600,False,False,2,3.6,80
Georgia Dakota,Cafe,450,False,False,1,3.6,34
Instapizza After Hours,Fast Food,900,False,True,2,3.5,21
The Pint Room,Multicuisine,1700,True,False,3,3.7,76
Perch Wine & Coffee Bar,Multicuisine,2000,False,False,4,4.3,114
Aggarwal Confectionary,Multicuisine,50,False,False,1,2.8,7
Aggarwal Sweet Corner,Multicuisine,150,False,False,1,2.9,16
Ananda's,Multicuisine,350,False,False,1,3.0,31
Ankur Family Restaurant,Multicuisine,500,False,False,2,2.8,7
Ayush Restaurant,North Indian,400,False,False,1,3.2,13
Chef's Paradise,Multicuisine,400,False,True,1,3.1,36
Domino's Pizza,Fast Food,700,False,False,2,2.6,17
Fatafat Fast Food,Fast Food,450,False,False,1,3.3,32
Giani,Multicuisine,300,False,False,1,3.0,5
Green Tea Fanatics,Fast Food,250,False,False,1,3.4,31
Khansama,North Indian,350,False,False,1,3.3,30
Pauls Food,Multicuisine,550,False,False,2,2.9,14
Punjabi Vaishno Rasoi,North Indian,200,False,False,1,2.9,4
Republic of Chicken,Fast Food,400,False,False,1,2.9,10
Taj Sweets,Mithai,100,False,False,1,3.1,16
The Cake,Cafe,200,False,False,1,3.0,4
The Food Court,Fast Food,400,False,True,1,3.7,32
366 Junction,Multicuisine,800,True,False,2,3.3,43
Black & Brew,Chinese,300,False,False,1,3.1,25
Hari Om Bhojanalaya,North Indian,300,False,False,1,3.4,43
Nalwa's Hotspot,Chinese,300,False,False,1,3.1,10
Pasta Hub,Italian,200,False,False,1,3.0,16
Rock n Wood Cafe,Multicuisine,500,False,True,2,3.4,168
Roll Corner,Fast Food,200,False,True,1,3.3,12
Shree Nandhini Cafe,Multicuisine,350,False,False,1,3.3,27
Sindhi Dhaba,North Indian,200,False,False,1,2.9,19
Take N Taste,Multicuisine,400,False,True,1,3.1,15
Taxi Bar & Cafe,Fast Food,800,True,True,2,3.3,732
The Little Diner,Multicuisine,800,True,True,2,3.4,430
Cafeteria & Co.,Multicuisine,900,False,False,2,4.6,1136
Burger Point,Fast Food,300,False,False,1,3.8,114
Cafe All-Inn,Multicuisine,600,False,False,2,3.8,429
Chowringhee,Fast Food,250,False,True,1,3.5,65
Flamess Restaurant & Cafe Village,Multicuisine,700,False,True,2,3.5,349
Jack 'n' Chill,Multicuisine,500,False,False,2,3.6,480
Kake Di Hatti,North Indian,400,False,False,1,3.6,314
Mad Monkey,Multicuisine,800,True,True,2,3.7,344
Manohar Cakes & Bikaneri,Fast Food,150,False,False,1,3.5,18
Shagun,Multicuisine,800,False,True,2,3.9,419
Shyam Chaat Bhandar,Street Food,150,False,False,1,3.5,27
Telegram,Multicuisine,700,False,True,2,3.5,359
The University Bistro,Multicuisine,500,False,True,2,3.6,555
736 A.D.,Multicuisine,900,False,False,2,4.1,506
Big Yellow Door,Fast Food,600,False,False,2,4.3,3986
Mr. Crust Bakers,Fast Food,400,False,False,1,4.2,741
Phonebooth Caf��,Multicuisine,800,False,True,2,4.1,636
Tony's,Fast Food,200,False,True,1,4.4,163
Wake 'n' Bake Cafe,Fast Food,350,False,False,1,4.0,90
Gabbar Di Hatti,North Indian,300,False,False,1,3.4,19
1990's,North Indian,250,False,False,1,3.3,15
Amul Cafe,Fast Food,300,False,False,1,3.3,23
Burger Point,Fast Food,300,False,False,1,3.4,28
Buta Singh Da Dhabba,North Indian,150,False,False,1,2.8,14
Cafe Amigo,Cafe,400,False,False,1,3.0,41
Cafe Coffee Day,Cafe,450,False,False,1,3.0,16
Cake Palace,Cafe,200,False,False,1,2.7,11
Carara,Multicuisine,500,False,False,2,2.6,20
Channi Pishori Chicken,North Indian,400,False,False,1,3.3,55
Chatkora Food N Snacks Corner,Fast Food,350,False,False,1,2.9,6
Chetana Bakes,Cafe,400,False,False,1,3.0,6
Chily Hut,Multicuisine,750,False,False,2,3.2,20
De' Bistro,Fast Food,850,True,False,2,3.3,16
Deep Bakers,Fast Food,100,False,False,1,3.2,17
Delhi 6,North Indian,350,False,False,1,2.6,44
Finest Pizzeria,Italian,600,False,True,2,3.1,5
Food Lab,Multicuisine,300,False,False,1,3.0,5
Goli Vada Pav No. 1,Street Food,100,False,False,1,3.3,26
Grover Sweets,Multicuisine,100,False,False,1,3.1,8
Hema Chinese Foods,Chinese,300,False,False,1,3.3,21
Hunger Stop,North Indian,600,False,False,2,3.2,13
Ishwar Sweets,Chinese,300,False,False,1,3.4,33
Kathi Express,Fast Food,500,False,False,2,2.6,33
Kream's,Fast Food,200,False,False,1,3.1,8
Madras Cafe,Fast Food,300,False,False,1,3.3,33
Mandeep Punjabi Rasoi,North Indian,200,False,False,1,3.0,10
Masti Curry,North Indian,350,False,True,1,2.8,31
New Madras Cafe,Fast Food,300,False,False,1,3.1,34
Pakwan,Multicuisine,600,False,False,2,2.8,20
Patiala Shahi Soups,North Indian,300,False,False,1,3.1,12
Pizza Yum,Fast Food,650,False,False,2,3.1,24
Polka Pastry & Snack Bar,Fast Food,350,False,True,1,2.7,44
Red Hot,North Indian,350,False,False,1,3.3,15
Republic of Chicken,Fast Food,400,False,False,1,3.1,17
Sai Ann Kutir,Multicuisine,400,False,False,1,2.8,37
Saravana South Indian Hut,South Indian,250,False,False,1,3.2,10
Sardar Pure Meat Shop,Fast Food,300,False,False,1,3.2,9
Shama Chicken Corner,North Indian,400,False,False,1,3.1,23
Shan E Punjab,Multicuisine,550,False,False,2,3.4,23
Shanghai Nights,Chinese,450,False,False,1,2.8,11
Shree Ram Sweets & Bakers,Mithai,100,False,False,1,3.0,4
Sindhi Kulfi Wala,Cafe,100,False,False,1,3.0,4
South Indian Cafe,Multicuisine,350,False,False,1,3.3,42
South Indian Hut,South Indian,250,False,False,1,3.4,35
Spinns Resto-Bar,Multicuisine,800,True,False,2,2.6,43
Subway,Fast Food,500,False,True,2,2.6,28
Taneja Bakery,Cafe,200,False,False,1,3.2,17
Tequila Express,Multicuisine,1150,True,True,3,3.4,40
The China Town,Chinese,600,False,False,2,3.4,26
THS - The Hunger Street,Multicuisine,600,False,False,2,3.2,49
True Blue,Multicuisine,1100,True,False,3,3.2,31
Twenty Four Seven,Fast Food,300,False,False,1,3.1,7
Your's Chole Bhature,Street Food,100,False,False,1,2.6,42
Baskin Robbins,Ice Cream,300,False,False,1,3.5,36
Pure Punjabi,Fast Food,700,False,False,2,3.5,56
Welcome Food Point,Multicuisine,600,False,True,2,2.3,26
Arora Snacks,Chinese,350,False,False,1,2.8,14
Bansal Mithai Wale,Mithai,100,False,False,1,2.9,5
Fabulous Cake Bites,Fast Food,400,False,True,1,3.4,33
Garam Masala Food Corner,Multicuisine,450,False,True,1,3.3,114
Health Buzzz,Healthy Food,350,False,True,1,3.1,7
Kumar Pav Bhaji Corner,Fast Food,200,False,False,1,3.2,12
Le Chef,Multicuisine,400,False,False,1,3.0,6
Nainy Fast Food,Fast Food,300,False,False,1,3.3,12
Platform Nine and Three Quarters,Multicuisine,600,False,False,2,2.6,54
Pudding & Pie,Fast Food,450,False,False,1,3.1,5
Rapture,Fast Food,400,False,False,1,2.5,51
Sachdeva Chinese Fast Food,Fast Food,400,False,False,1,3.3,21
Simply Cakes,Cafe,400,False,False,1,3.2,10
The Dosa King,Multicuisine,400,False,False,1,2.9,4
Bhappe Di Hatti,Multicuisine,500,False,True,2,3.5,37
Cafetorium,Multicuisine,600,False,True,2,3.8,122
Food Express,Multicuisine,800,False,True,2,3.6,126
Sai Bajaj Restaurant,Multicuisine,300,False,True,1,3.6,35
The Chimney Bar-Be-Que,Multicuisine,500,False,False,2,3.6,26
Urban Punjab,Multicuisine,600,False,False,2,3.6,168
Chintamani's Namkeen,Fast Food,350,False,False,1,2.4,29
Deltasious,Multicuisine,400,False,True,1,2.2,64
Tandoori Junction,Multicuisine,300,False,True,1,2.4,10
Apni Rasoi,North Indian,300,False,False,1,2.6,19
Haldiram Bhujiawala,Multicuisine,400,False,False,1,3.4,35
Meghraj Food Court,Multicuisine,250,False,False,1,3.0,24
Meghraj Sweets,Multicuisine,150,False,False,1,3.2,8
"34, Chowringhee Lane",Fast Food,350,False,False,1,3.4,86
Subway,Fast Food,500,False,True,2,2.1,152
The Golden Dragon,Multicuisine,1500,True,False,3,3.5,178
KFC,Fast Food,500,False,True,2,3.4,86
Mitra Da Dhaba,North Indian,400,False,False,1,3.5,216
Mr. Sub,Fast Food,400,False,True,1,3.7,83
Kennedy's,Fast Food,400,False,True,1,4.1,491
Keventers,Beverages,400,False,False,1,3.1,5
Street Foods by Punjab Grill,Multicuisine,600,False,False,2,3.2,17
Subway,Fast Food,500,False,True,2,3.1,25
Wow! Momo,Chinese,350,False,False,1,3.1,8
Biryani Blues,Multicuisine,1000,False,False,3,3.6,22
Eat Me,Multicuisine,600,False,True,2,2.7,33
EDC Mania,Fast Food,150,False,False,1,3.3,39
Elegant China X-Press,Chinese,400,False,False,1,3.1,9
Gopala,Multicuisine,250,False,False,1,3.3,28
Green Chick Chop,Fast Food,350,False,False,1,3.1,30
Hangchuaa's Chinese Food Corner,Chinese,600,False,False,2,2.7,5
Madhuvan Chinese Fast Food,Chinese,300,False,False,1,2.7,52
Momos House,Chinese,350,False,False,1,2.9,5
Punjab Restaurant,North Indian,600,False,False,2,3.2,46
Rhythm Restro-Bar,Multicuisine,1000,True,False,3,3.0,42
Say Cheese,Fast Food,400,False,True,1,2.7,128
Sona Restaurant,North Indian,450,False,False,1,3.2,30
Uraki,Asian,400,False,False,1,2.7,8
Wah Ji Wah,North Indian,450,False,False,1,3.0,25
Annapurna Sweets,Multicuisine,150,False,False,1,3.9,109
Karnataka,Multicuisine,500,False,True,2,3.7,334
Ali Baba Caves,Multicuisine,500,False,False,2,3.1,15
Caf�� Doo Ghoont,Cafe,600,False,True,2,3.4,50
Knights Chaska,Multicuisine,800,True,False,2,2.9,6
Thirsty Scholar Cafe,Cafe,450,False,False,1,3.2,45
JSB Evergreen Snack & Sweets,Fast Food,300,False,False,1,3.1,47
221 B Baker Street,Cafe,200,False,True,1,3.5,94
Kapoors Balle Balle,Multicuisine,400,False,True,1,3.7,331
Lakshmi Coffee House,South Indian,300,False,False,1,3.8,603
Geoffrey's,Multicuisine,2600,True,False,4,3.0,579
Haldiram's,Fast Food,600,False,False,2,3.5,169
Maamouchee @ My Way,Multicuisine,1100,True,True,3,3.5,278
Americana Kitchen and Bar,Multicuisine,2000,True,False,4,2.4,221
Punjabi By Nature Quickie,North Indian,1100,True,False,3,3.4,120
United Coffee House Rewind,Multicuisine,1500,True,False,3,3.4,215
Wow! Momo,Chinese,350,False,False,1,2.7,212
Oh So Stoned!,Cafe,250,False,False,1,4.5,324
The Big Chill Cakery,Cafe,700,False,False,2,4.5,147
Barista,Cafe,650,False,False,2,3.5,23
Big Wong XL,Multicuisine,1500,True,True,3,3.9,199
Carl's Jr.,Fast Food,650,False,True,2,3.8,458
Chaayos,Multicuisine,400,False,False,1,3.9,124
Chi Asian Cookhouse,Multicuisine,1400,True,True,3,3.9,173
Costa Coffee,Cafe,600,False,False,2,3.7,64
Dunkin' Donuts,Fast Food,600,False,False,2,3.7,86
Instapizza,Fast Food,900,False,True,2,3.7,214
Keventers,Beverages,400,False,False,1,3.8,169
Pirates of Grill,Multicuisine,1800,False,False,3,3.9,749
Pizza Hut,Fast Food,1000,False,False,3,3.9,173
PizzaExpress,Italian,1600,True,True,3,3.9,366
RollsKing,Fast Food,400,False,False,1,3.9,232
Taco Bell,Fast Food,550,False,True,2,3.6,397
The Frozen Factory,Multicuisine,350,False,False,1,3.7,22
Theos,Cafe,500,False,False,2,3.5,13
Wendy's,Fast Food,400,False,True,1,3.7,518
Zizo,Multicuisine,1600,True,True,3,3.8,67
Cafe Delhi Heights,Multicuisine,1500,True,False,3,4.1,567
Chili's Grill & Bar,Multicuisine,1500,True,True,3,4.1,750
Made In Punjab,North Indian,1500,True,False,3,4.1,322
Mamagoto,Multicuisine,1600,True,True,3,4.3,428
Movenpick,Multicuisine,650,False,True,2,4.0,91
Smaaash,Multicuisine,1350,False,False,3,4.0,121
